8.33	34.8
8.509	39.3
8.531	39.8
8.632	41.1
8.662	40.7
8.656	38.4
8.623	40.8
8.557	40.3
8.514	36.8
8.56	39.8
8.616	39.8
8.548	40.7
8.386	37.8
8.342	37.1
8.276	35.9
8.216	37.3
8.189	38.8
8.028	37.2
7.883	35
7.838	31.6
7.921	31.8
8.096	34.3
8.262	34.7
8.57	39.6
8.918	42.7
9.235	44.2
9.518	48.6
9.638	50
9.704	51.5
9.819	52.5
9.905	55.2
9.93	55.8
9.969	54.9
9.976	54.3
10.001	54.8
9.973	52.8
9.94	55.2
9.881	56.4
9.713	55.5
9.63	55.2
9.543	53.8
9.562	49.4
9.507	48.7
9.33	48.6
8.956	42.8
8.497	35.9
7.927	31.3
7.365	25.9
6.975	21.9
6.811	19.8
6.887	21.6
7.198	22.4
7.523	26.9
7.699	25.7
7.933	29.1
8.27	29.6
8.575	33.8
8.747	35.6
8.873	37.3
8.915	36.7
9.05	38.9
9.251	41.6
9.588	46.7
9.7	48.9
9.615	47.6
9.479	45.4
9.504	46.2
9.588	46.1
9.493	46.2
9.353	43.6
9.451	47.8
9.707	50.1
9.981	51.4
10.083	53.3
9.967	51.8
9.636	51.6
9.078	42.9
8.359	38.9
7.903	31.4
7.546	28.8
7.059	22.4
6.702	23.2
6.533	20.9
6.554	21.2
6.43	19.5
6.267	17.9
5.984	15.5
5.559	12.9
4.965	7.1
4.577	5.7
4.241	5.3
4.133	4.6
4.227	4.6
4.494	4.9
4.914	7.1
5.386	8.3
5.831	10.1
6.249	13.1
6.661	18.1
7.199	20.4
7.626	25.8
7.907	26.6
7.83	28.3
7.512	23.9
7.314	21.5
7.281	20.1
7.342	22.6
7.335	21.9
7.321	22.7
7.308	20.4
7.536	25.5
7.827	24.8
8.289	29.7
8.576	31.7
8.733	34.7
8.834	36.4
8.981	41
9.123	40.6
9.17	40.5
9.109	39.7
8.872	37.3
8.626	37.2
8.316	33.2
8.17	31.4
7.846	28.2
7.618	25
7.305	22.4
7.198	22.6
6.943	20.5
7.223	22.4
7.399	24.6
7.627	24.8
7.996	29.3
8.552	34
9.033	40.4
9.383	44.3
9.557	45.7
9.703	49.3
9.818	50.1
9.76	48
9.649	49.3
9.514	45.8
9.403	46.2
9.307	44.6
9.235	42.9
9.262	44.1
9.228	44.9
9.306	43.5
9.255	42.7
9.288	43.2
9.585	50.5
9.826	51.2
9.964	55.2
10.242	54.4
10.591	61.7
10.926	65.5
11.209	70.4
11.4	73.1
11.782	76.9
12.353	80.7
12.709	83.2
12.55	84.2
12.328	83.9
12.25	82.6
12.228	84.1
12.275	81.7
12.288	83.3
12.175	82.7
12.036	80.5
11.67	78.5
11.313	74.5
10.987	70
10.629	66.6
10.293	65.8
9.971	59.3
9.73	58.2
9.579	56.1
9.495	57.5
9.438	50.4
9.348	50.3
9.204	49.4
9.146	46.8
9.175	47.1
9.298	48.3
9.394	49
9.432	52.1
9.419	50.2
9.376	45.4
9.335	47.5
9.367	47.5
9.306	47.4
9.333	47.2
9.387	49.6
9.412	48.1
9.328	48.8
9.147	45.1
9.101	46.9
8.936	38.7
8.852	41
8.7	38.5
8.571	39.4
8.536	35.5
8.543	37.9
8.472	34.8
8.2	34.3
8.004	28.2
7.847	26.6
7.681	25.6
7.449	25.2
7.145	23.2
6.906	19.9
6.697	17.2
6.577	17.5
6.61	16.9
6.856	18.8
7.105	21.2
7.278	20.2
7.348	24.7
7.305	21.5
7.233	21.2
6.984	20.2
6.678	16.6
6.367	14.2
6.075	11.5
5.861	12.9
5.646	10
5.595	8.4
5.598	8.3
5.564	8.7
5.448	7.5
5.323	8
5.183	7.2
5.043	6.3
4.92	6.3
4.796	5.2
4.667	4.7
4.48	5
4.34	3.2
4.246	3.7
4.037	2.4
3.803	1.9
3.683	1.1
3.655	1.7
3.673	1.3
3.837	1.2
4.073	2.3
4.527	4
5.126	6.1
5.634	8.4
6.007	11
6.179	11.7
6.263	11.7
6.256	11.3
6.403	11.9
6.354	11.5
6.559	13.3
6.484	13.1
6.18	12.1
6.316	14.2
6.413	14.3
6.759	15.9
7.038	18.6
7.27	19.6
7.384	20.2
7.589	21.9
7.656	24.2
7.52	22.9
7.96	26.8
8.094	27.4
8.364	31.5
8.725	34.7
8.916	37.5
9.192	43.7
9.167	44.4
8.87	39.5
8.544	35.7
8.419	35.2
8.579	36.3
8.481	35.3
8.366	33.7
8.494	36.3
8.704	39.3
8.977	42.7
9.357	44.3
9.745	51.1
9.789	51.9
9.441	47.4
8.985	42.6
8.653	38
8.435	33.2
8.312	31.8
8.37	31.6
8.395	33.5
8.322	33.3
8.292	34.3
8.235	33
8.28	30.5
8.236	35.5
8.301	34.2
8.327	36.8
8.132	33.8
7.816	29.3
7.69	29.9
7.569	26.5
7.592	29.4
7.663	28.3
7.819	29.6
8.022	31.6
8.233	30.3
8.443	34.3
8.537	33.6
8.497	34.4
8.374	34.1
8.334	31.1
8.372	33.6
8.416	32.9
8.363	32.5
8.261	31.9
8.151	34.1
8.074	28.1
8.008	31.3
7.975	30.6
7.944	28.4
7.926	29
7.863	28.2
7.789	28.9
7.733	29.3
7.817	27.1
8.02	31.5
8.327	33.2
8.67	37.7
8.982	39.6
9.223	42
9.419	47.3
9.563	48.6
9.682	49.3
9.791	53.9
9.866	56.3
9.852	53.3
9.75	53.5
9.5	48.2
9.288	41.2
8.935	41.6
9.012	43.5
8.767	39.1
8.639	36
8.77	37.5
8.774	37.5
8.671	37.5
8.481	37.5
8.254	34.4
7.93	30.9
7.726	29.4
7.928	32.1
8.142	35.4
8.249	35
8.103	31.7
8.071	30.6
8.209	30.4
8.509	36.8
8.753	36.5
8.813	39.8
8.624	35.4
8.538	38.6
8.26	35
7.8	25.7
7.416	24.8
7.092	24.1
6.937	18.3
6.522	17.1
6.105	14.5
5.934	13
6.014	10.5
6.104	15
6.241	13.7
6.269	15.2
6.353	16.4
6.353	13.8
6.429	17.6
6.584	15.4
6.768	17.3
7.027	20.6
7.541	23.7
7.893	25.9
8.097	30.9
8.404	34.1
8.812	39.5
9.106	42.9
9.353	42.8
9.514	44.8
9.522	41.4
9.444	44.1
9.599	50.7
9.777	49.6
9.848	50.7
9.829	49.9
9.665	49.4
9.471	46.7
9.397	52
9.508	47.8
9.691	51.7
10.083	54.3
10.325	57.9
10.405	58.1
10.473	56.4
10.482	56.8
10.508	53.9
10.661	54.6
10.957	57.1
11.287	63.1
11.424	60.2
11.175	59
10.52	53
10.24	52.8
9.852	51.1
9.215	45.7
8.907	42.4
9.036	43.4
8.997	43.4
9.14	42.6
9.478	46.3
9.832	49.1
10.093	51.3
10.193	51
10.293	53.3
10.444	54.7
10.555	55
10.827	55
10.809	59
10.597	55.4
10.441	56.7
10.601	58.6
11.092	63.2
11.67	67
12.024	73.7
12.193	70.9
12.376	72.9
12.52	77.7
12.583	76.9
12.584	79.4
12.588	77
12.636	77.9
12.588	78
12.52	77.8
12.402	79.9
12.35	78.6
12.385	79.9
12.391	76.2
12.5	82.3
12.528	80.4
12.666	79.9
12.755	83.8
12.717	81.3
12.707	80.1
12.743	80.2
12.918	81.8
13.046	82.2
13.155	83.5
13.24	83.7
13.166	89.6
12.95	86.3
12.652	87.1
12.404	83.4
12.12	79.9
11.974	82.4
11.813	79.3
11.721	77.4
11.633	77.9
11.572	71.3
11.604	72.1
11.637	70.7
11.673	74.6
11.695	73.5
11.788	76.3
11.919	75.1
11.981	75.1
11.882	74.3
11.841	77
11.726	74.6
11.654	72.8
11.649	72.8
11.713	72.8
11.82	75.3
11.899	76.4
11.886	75.5
11.813	74.6
11.857	74.1
11.963	71.5
11.936	74.3
11.492	70.7
11.213	64.5
11.633	71.8
12.004	77.3
12.236	76.9
12.995	79.5
13.683	84.7
13.83	84.4
14.185	85.7
14.652	87.7
14.866	89.6
14.657	90.4
12.898	85.5
12.133	80.7
11.107	66.2
11.231	69.9
11.585	77
10.363	64.7
10.359	63
9.711	51.6
9.771	57.8
10.393	69.6
10.528	68.5
10.176	59.4
10.013	59.6
9.929	57.3
10.02	61.1
10.139	57.8
10.409	59.1
10.903	65.6
11.088	68.1
11.183	68.5
11.258	69
11.233	73.8
11.299	69.7
11.232	67.7
10.961	66.2
10.736	63.3
10.304	59.2
9.779	49.9
9.592	51.7
9.494	44.9
9.569	51.9
9.745	52.9
9.86	53.5
9.988	52.2
10.067	56
10.182	65.1
10.281	64.5
10.337	62.1
10.261	62
10.049	59.4
9.861	50.6
9.791	55.1
9.784	53.6
9.805	49.2
9.819	52.5
9.719	50.7
9.601	48.8
9.54	50.2
9.559	49.6
9.578	51.2
9.545	49.8
9.497	49.2
9.388	47.9
9.272	51.4
9.024	47.6
8.669	40.7
8.643	37.4
8.485	36.5
8.345	35.9
7.991	32.8
8.158	34.4
8.36	38.2
8.676	39.4
8.813	40.3
8.489	35.4
7.715	30.4
6.871	20.3
6.382	19.1
5.991	15
5.991	14.5
6.089	15.9
6.103	15.3
6.244	15.8
6.362	17.1
6.441	17.7
6.589	18.5
6.808	19.7
7.039	21.3
7.233	25
7.464	26.8
7.776	30.4
7.993	33.1
8.122	33.3
8.291	37
8.473	37.5
8.628	39.6
8.668	42.2
8.589	40
8.453	40.6
8.423	36.3
8.581	39
8.743	41.2
8.789	41.8
8.834	40.1
8.827	40.4
8.739	41.3
8.678	39.5
8.541	40.3
8.294	38.8
7.965	32
7.618	31.3
7.283	26.6
6.98	23.5
6.736	21.5
6.553	19.3
6.338	18
6.014	15.6
5.679	13.2
5.394	11.1
5.265	10
5.287	10
5.324	10
5.438	10.4
5.521	10.2
5.597	10.5
5.645	10.8
5.719	11
5.814	11.5
5.927	11.9
5.975	12.8
5.989	13.2
5.902	11.3
5.896	11.4
5.909	12
5.834	11.4
5.686	10
5.484	8.9
5.123	7.5
4.897	6.6
4.665	5.3
4.496	4.5
4.147	3.2
3.794	2.3
3.263	1.4
3.172	0.8
3.592	1.6
4.025	2.7
4.432	3.8
4.739	5.3
5.16	7.3
5.589	10.1
5.981	12.2
6.019	12.9
5.969	12.6
5.987	11.3
5.911	12.1
5.88	12.5
5.792	10.4
5.724	11.9
5.528	8.9
5.216	6.2
4.856	6.4
4.748	4.6
4.692	5.5
4.645	5.2
4.518	3.6
4.195	3.1
3.958	2.2
3.63	1.8
3.331	1
3.09	0.7
3.039	0.6
3.256	1.3
3.584	2.6
4.018	4.6
4.397	6.3
4.641	6.3
4.814	7.6
4.985	7.7
5.191	9.2
5.452	10
5.863	13.5
6.427	16.7
6.778	17.6
6.826	19.3
6.597	15.7
6.233	12.9
5.915	10.7
5.741	10.6
5.635	9.7
5.526	8.8
5.524	9.7
5.612	9.7
5.971	11.2
6.596	16.3
7.427	24.6
8.013	29.1
8.478	35.8
9.146	45.1
9.891	52.2
10.633	60.6
11.51	66.3
12.228	72.7
12.66	73.5
13.025	75.7
13.295	76.8
13.437	78
13.427	78.9
13.495	78.2
13.761	81.2
13.597	80.1
13.644	79.7
13.644	79.5
13.712	83.4
13.856	85.3
14.308	87.6
14.617	88.8
14.715	89.4
14.429	89
14.463	88.8
14.518	88.9
14.024	87.5
13.234	86
12.678	82.3
12.525	81.6
12.147	79.5
11.888	75.5
12.008	77.9
12.325	81.7
12.454	80.3
12.34	76.2
12.209	77.4
12.145	77.9
12.09	74.4
12.125	73.2
12.268	75.4
12.394	76.3
12.535	77.6
12.747	79.3
12.924	78.6
12.841	78.8
12.575	80.1
12.3	76.7
11.966	72.7
11.592	68.7
11.419	65.9
11.606	68.7
11.844	68.6
11.775	69.6
11.516	69.2
11.289	67.3
11.092	67.4
10.376	58.6
9.228	47.2
8.187	38.5
7.855	35.4
7.459	32.1
7.552	33.5
7.642	32.7
7.743	33.6
8.371	39.3
9.215	43.9
9.915	52.5
10.442	55.2
11.023	58.6
11.399	61.8
11.974	69.1
12.279	71.6
11.175	62.9
9.115	41
7.956	31.7
7.951	31.1
8.88	41.2
9.797	46.5
10.257	53.3
10.552	55.1
10.357	52.1
10.199	53.3
10.025	52
10.088	51.9
9.855	53.7
9.49	46.2
9.466	45.7
9.082	41.4
8.913	40.9
8.576	39.1
8.097	35.1
8.045	32.8
8.347	33.8
9.288	45.3
10.41	57.8
11.699	78.6
12.609	80.9
12.874	82.4
12.549	80.6
11.859	75
12.086	78.8
13.056	85.1
13.054	84.4
13.391	86.7
14.41	88.6
14.969	89.1
15.161	88.8
14.977	86.1
15.052	86.5
14.961	85.1
14.835	85.2
14.777	85.4
14.48	85.6
14.254	85.5
14.125	84.3
14.029	83.9
13.931	85
13.695	91.9
13.405	89.2
13.192	88.1
13.111	91.4
13.132	89.1
13.153	91.8
13.061	93
12.924	91.7
12.624	87.8
12.223	87.3
11.851	86.9
11.253	74.1
10.365	68.2
9.374	56.4
8.836	52.4
8.538	44.6
8.394	41.1
8.173	38.3
7.875	40
7.446	31.7
7.215	27.7
7.219	25.1
7.298	27.2
7.464	26.8
7.544	29.2
7.551	28.2
7.591	30.9
7.603	27.6
7.581	27.6
7.621	28.3
7.657	28.3
7.682	29
7.705	29.2
7.6	27
7.45	26.4
7.192	24.7
6.871	20.9
6.641	18.2
6.54	17.7
5.973	13.5
5.694	11.8
5.294	9.5
4.909	7.3
4.377	5.5
3.94	4.2
3.666	3.1
3.468	2.3
3.421	2.2
3.71	3
3.961	3.7
4.224	4.5
4.347	4.9
4.552	5.7
5.002	7.3
5.542	10.3
6.034	13.5
6.306	14.7
6.207	13.8
5.911	12.4
5.518	10
5.101	7.7
4.647	5.5
4.209	4.1
3.771	3.2
3.304	2.3
3.011	1.8
2.878	1.6
2.821	1.6
2.708	1.5
2.574	1.4
2.57	1.3
2.782	1.6
2.975	2
3.169	2.4
3.381	3.1
3.532	3.5
3.678	4
3.879	4.5
4.153	5.3
4.343	5.7
4.446	6
4.495	6
4.363	5.3
3.921	3.4
3.422	1.8
3.002	0.8
2.738	0.4
2.623	0.2
2.598	0.2
2.979	0.8
3.498	1.4
3.855	1.9
4.048	2.2
4.06	2.2
4.052	2
4.107	2.2
4.175	2.7
4.2	2.6
4.106	2.4
3.939	2
3.783	1.6
3.73	1.5
3.829	1.6
4.075	2.2
4.365	3.2
4.655	4.4
5	5.8
5.303	7.3
5.454	8.1
5.481	8.4
5.522	8.6
5.588	8.9
5.668	9.2
5.684	9.7
5.78	9.9
5.858	10.6
5.931	12
6.222	13.6
6.423	15
6.827	18.2
7.472	23.3
8.048	29.4
8.445	34.2
8.508	35.5
8.296	34.3
8.019	34.3
7.738	30.3
7.388	27.9
7.003	25.9
6.82	21.3
6.713	21.2
6.754	22.8
6.783	21.6
6.884	22
6.963	21.7
7.024	21.3
7.062	21.7
7.154	22.6
7.279	24.4
7.309	24
7.355	25
7.338	22.8
7.31	22
7.283	24.1
7.064	18.1
6.741	17.9
6.392	16.8
6.043	14.2
5.638	11
5.224	8.4
4.896	6.9
4.65	5.3
4.369	4.2
4.124	4
3.965	3
3.816	2.3
3.723	2.3
3.716	2.4
3.737	1.8
3.718	2
3.767	2.1
3.767	1.9
3.732	2.4
3.732	2.3
3.883	2.8
4.17	3.3
4.467	4
4.802	5.6
5.142	6.7
5.495	8.3
5.86	9.9
6.341	13.1
6.874	16.9
7.478	22.9
8.015	26.5
8.336	31.1
8.642	33.3
8.872	35.4
9.159	40.2
9.416	41.5
9.621	44.9
9.676	46.8
9.659	46.4
9.713	46.7
9.748	47.2
9.956	50.4
9.989	50
10.185	53
10.299	52.6
10.454	55
10.639	59.9
10.759	60.3
10.682	58.5
10.585	57.8
10.738	63.4
10.851	60.8
10.75	61.5
10.59	56.7
10.529	55.5
10.53	57.8
10.518	55.1
10.558	57.8
10.63	59.2
10.791	60.2
11.087	60.3
11.408	65.7
11.739	66.2
12.096	68.2
12.396	71.2
12.688	72.1
13.109	77.5
13.568	80.4
13.994	81
14.417	83.8
14.696	87
14.784	87.7
14.759	87.8
14.521	86.4
14.327	86.2
14.075	85.4
13.786	85.7
13.519	86
13.438	84.4
13.362	86.3
13.257	85.4
13.33	87.2
13.541	88.1
13.748	88.3
13.747	89.2
13.541	86.9
13.223	90.4
12.866	87.5
12.518	88.7
12.113	83.2
11.646	81.6
11.128	74.3
10.697	70.8
10.393	69.6
10.247	67.2
10.174	64.6
10.197	64.6
10.269	62.8
10.284	64.4
10.398	63.5
10.623	69.7
10.941	70.1
11.252	73.7
11.459	73.9
11.454	72.6
11.254	71.8
10.882	69.7
10.498	65.8
10.083	60.5
9.707	54.6
9.457	49.9
9.719	58.9
9.891	53.7
10.295	59.9
10.528	64.1
10.724	67
10.915	66.4
11.09	69.3
11.118	68.7
11.052	70.6
11.419	71.7
12.338	78
13.228	84.6
13.839	87.2
14.362	88.5
14.664	88.8
14.79	88.4
14.596	88.2
14.044	88.1
13.244	85.7
12.362	81
11.487	74.3
10.593	67
9.768	57.9
8.855	49.3
8.126	36
7.372	34.3
6.826	24.3
6.663	23.5
6.512	24.3
6.53	21.8
6.625	23.5
6.648	21.8
6.689	22
6.685	22.6
6.584	18.9
6.36	18.8
6.153	16.1
6.001	15
5.924	16.2
5.748	11.6
5.509	9.9
5.378	10.2
5.362	8.5
5.457	8.6
5.359	10.5
5.16	8.5
4.924	6.2
4.598	6
4.351	3.8
4.17	3.7
4.038	2.8
3.928	3
3.854	1.9
3.847	1.8
3.841	2.1
3.899	1.7
3.903	2.2
3.841	1.8
3.806	1.9
3.878	2.8
4.021	3.1
4.273	4.8
4.608	5.7
5.084	7.7
5.602	8.9
5.649	8.9
5.643	9.7
5.827	11.3
6.04	12.9
6.19	14.3
6.267	16
6.34	16.7
5.945	12.2
5.475	9.6
5.097	7.5
4.839	6.2
4.457	5
4.065	3.3
3.548	1.9
3.082	1.1
2.932	0.7
3.07	0.5
3.193	1
3.16	1.3
3.098	1.6
3.047	1.6
3.104	1.6
3.339	2.1
3.826	3.1
4.343	4.7
4.78	5.8
5.136	7
5.702	9.6
6.378	13.3
6.929	16.9
7.203	18.6
7.461	20.8
7.832	24.3
8.175	27.7
8.509	31
8.802	34.9
9.049	37.9
9.236	39.9
9.343	42.1
9.373	42.3
9.342	41.7
9.417	43.6
9.648	46.2
9.727	48
9.716	50.8
9.601	49.2
9.52	44.6
9.44	44.2
9.323	42.8
9.255	45.8
9.275	46
9.449	48.2
9.787	52.4
10.043	55.9
10.165	56
10.136	53.7
10.137	53.3
10.183	51.7
10.273	56
10.38	56.5
10.441	57.1
10.488	58.4
10.533	60.1
10.539	58.6
10.526	56.6
10.542	58.9
10.589	58.1
10.613	58.4
10.595	59.3
10.515	58.6
10.448	57.8
10.47	57.1
10.398	56.1
10.23	53.8
10.018	54.1
9.866	51.2
9.834	51.4
9.938	53.7
10.114	54.3
9.886	53.2
9.74	51.6
9.614	50.7
9.458	50.6
9.246	46.5
9.086	46.2
9.41	49.1
9.574	49.6
9.854	52.5
9.963	54.8
10.149	53.7
10.421	52.5
10.58	56.6
10.704	55.6
10.814	55.1
11.356	62.1
11.584	61.1
11.682	65.2
11.584	68.3
11.463	67.1
11.257	62.1
11.024	64.3
10.804	63.5
10.505	60
10.199	60.2
9.98	55.6
9.856	52.3
9.78	50.6
9.608	52.8
9.521	48.2
9.397	49.9
9.322	49.2
9.247	41.2
9.213	50.2
9.21	43.2
9.275	44.4
9.42	45.3
9.49	46.8
9.492	44.2
9.522	47
9.39	48.3
9.353	42.9
9.446	50.1
9.545	44.1
9.46	44.3
9.168	40
9.27	42.9
9.614	45.9
9.732	49
9.628	51.5
9.369	42
8.888	39.5
8.237	34.8
8.193	33.4
8.918	37.5
9.155	41.5
9.212	44.3
9.68	53.2
10.22	59.7
10.449	57.7
11.93	75.4
14.174	87.9
13.134	86.2
11.524	69.3
10.591	65
9.889	49.9
9.257	48.1
8.981	39.2
8.668	39
9.128	46.4
9.504	49.6
9.412	48.1
9.122	45
8.951	42.2
8.609	41.5
8.524	39.7
8.193	35.7
7.991	32.5
7.993	32.1
7.87	33
8.054	31.8
8.194	34.9
8.433	34.9
8.347	33.9
8.062	30.3
7.839	26.7
8.046	30.6
8.332	31.6
8.439	31.4
8.541	32.1
9.062	38.5
9.419	41.6
9.465	45.4
9.197	41.6
9.314	44.9
9.331	42.7
9.212	43.2
9.371	43.2
9.697	49.4
10.098	52.8
10.437	57.5
10.797	61.4
11.228	66.4
11.506	69.2
11.774	69.5
11.93	71.5
11.929	73.1
11.699	74.2
11.37	67.7
11.197	66.1
11.164	65.1
11.245	66.4
11.177	66.6
10.973	65.3
10.734	62.8
10.521	60.6
10.371	60.7
10.357	58.8
10.374	63.1
10.382	62
10.359	59.4
10.344	61.6
10.321	57.1
10.25	58.2
10.16	53.4
9.971	53.6
9.718	49.6
9.5	48.5
9.299	45.8
9.147	41.2
9.052	40.4
8.947	39.8
8.855	39.2
8.797	39.4
8.795	37.9
8.916	38.8
9.059	41.1
9.114	42.2
9.127	39.6
9.067	40.1
9.015	38.8
9.009	40.9
8.998	41.7
8.96	41.4
8.936	41.2
9.052	41.4
9.088	42.6
9.066	42.3
9.19	42.9
9.158	44.9
9.253	43.8
9.354	43.5
9.427	44.3
9.294	44.3
9.134	38.8
9.096	42.5
9.44	45.4
10.042	49
10.814	56.1
11.491	64.5
11.655	66.1
11.516	66.6
11.316	65
11.193	67.4
11.016	64.8
10.978	62.1
11.082	65.8
11.152	68.1
11.229	64.6
11.055	61.6
10.665	58.2
10.216	56.8
10.155	55.7
10.27	56.8
10.317	61.9
10.357	62.2
10.225	63.7
9.97	61.4
9.595	49.1
9.543	50.4
9.515	52.1
9.343	49.8
9.202	50.6
8.894	42
8.688	39.2
8.308	36.4
7.802	31.2
7.386	31.6
7.153	26.4
6.754	23.4
6.409	17.6
6.099	15.3
5.798	14.9
5.608	12.6
5.503	11.8
5.375	9.5
5.291	10.7
5.289	9.3
5.263	9.6
5.34	9.6
5.595	9.8
5.779	11
5.972	11.7
6.248	14.3
6.552	15.2
7.029	19.3
8.057	29.2
9.891	46.6
11.064	63.6
11.574	64.4
11.693	65.6
11.575	66.2
11.499	63.6
11.483	64.4
11.415	67.1
11.291	61.6
11.233	62.6
11.092	60.7
11.006	59.1
10.855	60.8
10.85	62.6
10.793	60.4
11.283	64.8
11.344	62.2
11.373	66.6
11.217	64.9
11.356	62.3
11.712	69.3
11.848	68.5
11.905	72.5
11.957	71.2
11.94	69.7
11.714	68.4
11.388	64.7
11.131	64
10.938	62.4
10.868	60.6
11.079	62.5
11.401	67
11.402	67.9
11.45	67.5
11.432	66.9
11.443	72
11.512	71
11.495	70.7
11.437	67.1
11.422	66.6
11.468	70.6
11.465	70.4
11.385	67.2
11.291	70.8
11.434	71.7
11.547	71.6
11.668	71.2
11.856	74.5
12.059	76
12.377	79
12.82	80
13.121	82.3
13.519	84.3
13.915	86.7
14.124	86.5
14.028	86.5
13.764	85.7
13.44	85.6
13.215	89.1
13.166	85.8
13.269	84.2
13.314	83.1
13.341	85.7
13.357	84.4
13.247	86.4
13.18	84.8
13.281	84.5
13.503	84.6
13.536	81.6
13.447	82.4
13.353	84
13.322	83.7
13.366	85.8
13.45	85.6
13.463	81.7
