9.188	44.3
9.539	49.1
10.321	60.4
10.451	63.7
10.528	65.3
10.396	61.7
10.002	59.3
9.659	51.1
9.582	52.3
9.751	55.3
9.829	53.7
9.87	56.2
9.941	55.1
9.884	55.4
9.748	52.7
9.616	53.1
9.658	54.7
9.673	56.5
9.803	53.3
10.164	59.8
10.671	67.5
11.076	68
11.306	73
11.46	75.7
11.512	75.2
11.571	78
11.706	79.1
11.715	77.2
11.713	81.4
11.764	76.4
11.744	74.4
11.63	76
11.501	73
11.366	74.5
11.182	71.5
11.164	69.7
11.161	74.1
11.251	72.7
11.372	73
11.552	75.9
11.693	76.8
11.678	74.9
11.728	75.6
11.857	76.8
11.93	77.2
11.859	75.1
11.657	73.8
11.279	69.5
11	69.1
10.752	71.2
10.642	64
10.575	63.7
10.516	63.6
10.515	62.8
10.511	62.3
10.495	61.4
10.527	62
10.612	62.4
10.66	63.1
10.703	63.4
10.621	62.2
10.396	63.6
10.154	61.7
10.066	57.8
10.001	57.3
9.967	57
9.861	55.7
9.638	53.5
9.312	50.1
8.981	47.1
8.569	41.9
8.427	39.4
8.29	38.5
8.262	37.6
8.209	36.1
8.073	35.7
7.913	33.2
7.813	32
7.671	29.5
7.451	28.1
7.127	25.2
7.011	24.4
6.824	22.7
6.53	19.5
6.2	16.1
6.115	15.7
6.15	14.8
6.083	14.8
5.901	13.7
5.706	12.1
5.465	11.2
5.318	11.9
5.634	14.8
6.084	16.9
6.168	16.5
6.072	15.2
5.936	14.9
5.67	13.1
5.371	9.9
5.261	8.2
5.148	8.4
4.907	7.1
4.674	4.9
4.398	4.3
4.011	3.5
3.585	1.8
3.243	1.2
2.964	0.5
2.726	0.3
2.395	0.2
2.059	0
1.828	0
1.69	0
1.686	0
1.73	0
1.782	0
1.866	0
1.961	0
2.068	0
2.242	0.2
2.557	1
2.869	1.7
3.195	1.9
3.607	2.8
4.025	3.8
4.366	4.8
4.572	5.4
5.126	8.2
6.125	14.3
7.179	22.6
7.795	27
8.176	29.7
8.562	33.9
8.981	39.1
9.798	46.5
10.637	55.4
11.029	56
11.226	59.2
11.601	63.4
12.166	67.9
12.704	73.2
12.932	76.4
13.102	75.1
12.905	76.3
12.752	74.6
12.553	72.5
12.39	73.1
12.056	72.9
11.907	71.7
12.026	72.9
12.263	75
12.653	77.9
12.744	78.8
12.879	79.6
12.976	81.9
12.963	81.1
12.859	81.2
12.676	80.4
12.522	78.2
12.363	76.3
12.219	74.7
12.158	73.9
12.224	75.3
12.052	73.7
11.753	71.4
11.449	69.6
11.35	68.4
11.334	67.6
11.352	67.8
11.703	71.1
12.13	75.2
12.426	78.1
12.578	79.4
12.614	79.7
12.601	79
12.667	78.5
12.771	79.3
12.923	79.5
13.094	81.3
13.222	80.6
13.235	83.5
13.081	83.3
12.787	80.4
12.578	77.2
12.617	78.2
12.908	77.8
13.265	81.9
13.567	82
13.825	84.7
14.092	83.5
14.313	84.3
14.33	85.3
14.331	85
14.543	86.2
14.32	86.4
14.207	85.9
13.963	84
13.915	85.1
13.965	85.5
14.127	85.5
13.681	85.1
13.158	81.3
13.671	85.8
13.167	84.3
12.517	81.3
12.567	81.7
12.606	81
13.439	83.2
13.598	86.4
13.373	83.3
13.285	79.3
13.866	83.9
14.551	86.1
15.461	88.5
15.557	91.5
15.062	89.7
14.742	89.6
14.369	86.4
13.958	86.8
13.594	81.1
13.27	79.1
13.093	78.8
13.508	77.8
14.437	83.9
14.819	85.2
14.883	85.7
15.273	87.4
15.808	86.5
15.634	87
14.498	86.3
14.033	85.9
13.748	83.8
13.436	81.9
12.855	82
12.655	78.2
12.344	78.6
12.232	78.9
11.486	69.7
10.893	67.3
10.759	60.6
10.836	64.6
10.828	59.2
10.483	58.4
10.679	62.1
11.354	65.6
11.611	70.5
11.212	63.9
10.693	61.6
10.144	54.2
10.033	51.4
9.96	56.7
9.363	45.4
10.199	59.6
9.86	53.4
9.579	50.7
10.155	54.9
9.549	50.9
9.972	52.3
9.552	51.5
9.596	49.3
10.252	57.4
10.382	56.7
10.284	57
10.23	55.2
9.826	51.9
9.084	45.2
8.493	40.8
8.157	37.4
7.943	31.4
7.717	28.3
7.429	26.4
7.099	25.1
6.544	20.3
6.247	18.8
6.222	19
6.284	21.2
6.526	21.3
6.444	20.2
6.458	20.6
6.412	19.2
6.577	19.9
6.641	21.1
6.586	19.8
6.563	18.8
6.629	18.4
6.792	20
6.881	20.8
6.829	21.2
6.901	21.2
6.742	19.8
6.601	20
6.707	20.5
6.582	18.3
6.217	17.4
6.311	17.4
6.305	18.4
7.141	25.3
7.878	29.7
7.86	28.1
7.644	27.4
7.141	22.4
7.064	21.4
7.476	25.7
7.826	29
8.611	35.6
8.48	31.5
8.34	31.8
8.296	30.6
8.42	34.3
8.719	38.9
9.216	42.9
9.412	44.7
9.427	43.1
9.337	41.6
9.065	41
8.547	33.8
8.206	34
